"dteday","season","yr","weekday","hr","rider_type","riders","price","cogs","revenue","profit","iso_weekday","season_calendar"
"2021-08-05",3,0,5,15,"casual",50,"3.99","1.24","199.50","137.50",4,"3"
"2021-08-05",3,0,5,16,"casual",76,"3.99","1.24","303.24","209.00",4,"3"
"2021-08-05",3,0,5,17,"casual",84,"3.99","1.24","335.16","231.00",4,"3"
"2021-08-05",3,0,5,18,"casual",105,"3.99","1.24","418.95","288.75",4,"3"
"2021-08-05",3,0,5,19,"casual",90,"3.99","1.24","359.10","247.50",4,"3"
"2021-08-05",3,0,5,20,"casual",70,"3.99","1.24","279.30","192.50",4,"3"
"2021-08-05",3,0,5,21,"casual",54,"3.99","1.24","215.46","148.50",4,"3"
"2021-08-05",3,0,5,22,"casual",51,"3.99","1.24","203.49","140.25",4,"3"
"2021-08-05",3,0,5,23,"casual",37,"3.99","1.24","147.63","101.75",4,"3"
"2021-08-06",3,0,6,0,"casual",29,"3.99","1.24","115.71","79.75",5,"3"
"2021-08-06",3,0,6,1,"casual",17,"3.99","1.24","67.83","46.75",5,"3"
"2021-08-06",3,0,6,2,"casual",14,"3.99","1.24","55.86","38.50",5,"3"
"2021-08-06",3,0,6,3,"casual",14,"3.99","1.24","55.86","38.50",5,"3"
"2021-08-06",3,0,6,4,"casual",5,"3.99","1.24","19.95","13.75",5,"3"
"2021-08-06",3,0,6,5,"casual",2,"3.99","1.24","7.98","5.50",5,"3"
"2021-08-06",3,0,6,6,"casual",5,"3.99","1.24","19.95","13.75",5,"3"
"2021-08-06",3,0,6,7,"casual",14,"3.99","1.24","55.86","38.50",5,"3"
"2021-08-06",3,0,6,8,"casual",27,"3.99","1.24","107.73","74.25",5,"3"
"2021-08-06",3,0,6,9,"casual",60,"3.99","1.24","239.40","165.00",5,"3"
"2021-08-06",3,0,6,10,"casual",91,"3.99","1.24","363.09","250.25",5,"3"
"2021-08-06",3,0,6,11,"casual",138,"3.99","1.24","550.62","379.50",5,"3"
"2021-08-06",3,0,6,12,"casual",130,"3.99","1.24","518.70","357.50",5,"3"
"2021-08-06",3,0,6,13,"casual",176,"3.99","1.24","702.24","484.00",5,"3"
"2021-08-06",3,0,6,14,"casual",176,"3.99","1.24","702.24","484.00",5,"3"
"2021-08-06",3,0,6,15,"casual",130,"3.99","1.24","518.70","357.50",5,"3"
"2021-08-06",3,0,6,16,"casual",155,"3.99","1.24","618.45","426.25",5,"3"
"2021-08-06",3,0,6,17,"casual",61,"3.99","1.24","243.39","167.75",5,"3"
"2021-08-06",3,0,6,18,"casual",81,"3.99","1.24","323.19","222.75",5,"3"
"2021-08-06",3,0,6,19,"casual",57,"3.99","1.24","227.43","156.75",5,"3"
"2021-08-06",3,0,6,20,"casual",58,"3.99","1.24","231.42","159.50",5,"3"
"2021-08-06",3,0,6,21,"casual",28,"3.99","1.24","111.72","77.00",5,"3"
"2021-08-06",3,0,6,22,"casual",24,"3.99","1.24","95.76","66.00",5,"3"
"2021-08-06",3,0,6,23,"casual",29,"3.99","1.24","115.71","79.75",5,"3"
"2021-08-07",3,0,0,0,"casual",14,"3.99","1.24","55.86","38.50",6,"3"
"2021-08-07",3,0,0,1,"casual",10,"3.99","1.24","39.90","27.50",6,"3"
"2021-08-07",3,0,0,2,"casual",18,"3.99","1.24","71.82","49.50",6,"3"
"2021-08-07",3,0,0,3,"casual",9,"3.99","1.24","35.91","24.75",6,"3"
"2021-08-07",3,0,0,4,"casual",1,"3.99","1.24","3.99","2.75",6,"3"
"2021-08-07",3,0,0,5,"casual",1,"3.99","1.24","3.99","2.75",6,"3"
"2021-08-07",3,0,0,6,"casual",3,"3.99","1.24","11.97","8.25",6,"3"
"2021-08-07",3,0,0,7,"casual",11,"3.99","1.24","43.89","30.25",6,"3"
"2021-08-07",3,0,0,8,"casual",23,"3.99","1.24","91.77","63.25",6,"3"
"2021-08-07",3,0,0,9,"casual",82,"3.99","1.24","327.18","225.50",6,"3"
"2021-08-07",3,0,0,10,"casual",88,"3.99","1.24","351.12","242.00",6,"3"
"2021-08-07",3,0,0,11,"casual",113,"3.99","1.24","450.87","310.75",6,"3"
"2021-08-07",3,0,0,12,"casual",161,"3.99","1.24","642.39","442.75",6,"3"
"2021-08-07",3,0,0,13,"casual",118,"3.99","1.24","470.82","324.50",6,"3"
"2021-08-07",3,0,0,14,"casual",130,"3.99","1.24","518.70","357.50",6,"3"
"2021-08-07",3,0,0,15,"casual",118,"3.99","1.24","470.82","324.50",6,"3"
"2021-08-07",3,0,0,16,"casual",74,"3.99","1.24","295.26","203.50",6,"3"
"2021-08-07",3,0,0,17,"casual",63,"3.99","1.24","251.37","173.25",6,"3"
"2021-08-07",3,0,0,18,"casual",74,"3.99","1.24","295.26","203.50",6,"3"
"2021-08-07",3,0,0,19,"casual",68,"3.99","1.24","271.32","187.00",6,"3"
"2021-08-07",3,0,0,20,"casual",50,"3.99","1.24","199.50","137.50",6,"3"
"2021-08-07",3,0,0,21,"casual",36,"3.99","1.24","143.64","99.00",6,"3"
"2021-08-07",3,0,0,22,"casual",21,"3.99","1.24","83.79","57.75",6,"3"
"2021-08-07",3,0,0,23,"casual",12,"3.99","1.24","47.88","33.00",6,"3"
"2021-08-08",3,0,1,0,"casual",13,"3.99","1.24","51.87","35.75",7,"3"
"2021-08-08",3,0,1,1,"casual",4,"3.99","1.24","15.96","11.00",7,"3"
"2021-08-08",3,0,1,2,"casual",4,"3.99","1.24","15.96","11.00",7,"3"
"2021-08-08",3,0,1,3,"casual",1,"3.99","1.24","3.99","2.75",7,"3"
"2021-08-08",3,0,1,4,"casual",2,"3.99","1.24","7.98","5.50",7,"3"
"2021-08-08",3,0,1,5,"casual",1,"3.99","1.24","3.99","2.75",7,"3"
"2021-08-08",3,0,1,6,"casual",8,"3.99","1.24","31.92","22.00",7,"3"
"2021-08-08",3,0,1,7,"casual",18,"3.99","1.24","71.82","49.50",7,"3"
"2021-08-08",3,0,1,8,"casual",29,"3.99","1.24","115.71","79.75",7,"3"
"2021-08-08",3,0,1,9,"casual",37,"3.99","1.24","147.63","101.75",7,"3"
"2021-08-08",3,0,1,10,"casual",62,"3.99","1.24","247.38","170.50",7,"3"
"2021-08-08",3,0,1,11,"casual",90,"3.99","1.24","359.10","247.50",7,"3"
"2021-08-08",3,0,1,12,"casual",48,"3.99","1.24","191.52","132.00",7,"3"
"2021-08-08",3,0,1,13,"casual",43,"3.99","1.24","171.57","118.25",7,"3"
"2021-08-08",3,0,1,14,"casual",41,"3.99","1.24","163.59","112.75",7,"3"
"2021-08-08",3,0,1,15,"casual",40,"3.99","1.24","159.60","110.00",7,"3"
"2021-08-08",3,0,1,16,"casual",64,"3.99","1.24","255.36","176.00",7,"3"
"2021-08-08",3,0,1,17,"casual",67,"3.99","1.24","267.33","184.25",7,"3"
"2021-08-08",3,0,1,18,"casual",64,"3.99","1.24","255.36","176.00",7,"3"
"2021-08-08",3,0,1,19,"casual",64,"3.99","1.24","255.36","176.00",7,"3"
"2021-08-08",3,0,1,20,"casual",71,"3.99","1.24","283.29","195.25",7,"3"
"2021-08-08",3,0,1,21,"casual",30,"3.99","1.24","119.70","82.50",7,"3"
"2021-08-08",3,0,1,22,"casual",26,"3.99","1.24","103.74","71.50",7,"3"
"2021-08-08",3,0,1,23,"casual",19,"3.99","1.24","75.81","52.25",7,"3"
"2021-08-09",3,0,2,0,"casual",10,"3.99","1.24","39.90","27.50",1,"3"
"2021-08-09",3,0,2,1,"casual",5,"3.99","1.24","19.95","13.75",1,"3"
"2021-08-09",3,0,2,2,"casual",9,"3.99","1.24","35.91","24.75",1,"3"
"2021-08-09",3,0,2,3,"casual",0,"3.99","1.24","0.00","0.00",1,"3"
"2021-08-09",3,0,2,4,"casual",1,"3.99","1.24","3.99","2.75",1,"3"
"2021-08-09",3,0,2,5,"casual",5,"3.99","1.24","19.95","13.75",1,"3"
"2021-08-09",3,0,2,6,"casual",6,"3.99","1.24","23.94","16.50",1,"3"
"2021-08-09",3,0,2,7,"casual",30,"3.99","1.24","119.70","82.50",1,"3"
"2021-08-09",3,0,2,8,"casual",40,"3.99","1.24","159.60","110.00",1,"3"
"2021-08-09",3,0,2,9,"casual",34,"3.99","1.24","135.66","93.50",1,"3"
"2021-08-09",3,0,2,10,"casual",55,"3.99","1.24","219.45","151.25",1,"3"
"2021-08-09",3,0,2,11,"casual",61,"3.99","1.24","243.39","167.75",1,"3"
"2021-08-09",3,0,2,12,"casual",60,"3.99","1.24","239.40","165.00",1,"3"
"2021-08-09",3,0,2,13,"casual",48,"3.99","1.24","191.52","132.00",1,"3"
"2021-08-09",3,0,2,14,"casual",53,"3.99","1.24","211.47","145.75",1,"3"
"2021-08-09",3,0,2,15,"casual",58,"3.99","1.24","231.42","159.50",1,"3"
"2021-08-09",3,0,2,16,"casual",57,"3.99","1.24","227.43","156.75",1,"3"
"2021-08-09",3,0,2,17,"casual",79,"3.99","1.24","315.21","217.25",1,"3"
"2021-08-09",3,0,2,18,"casual",97,"3.99","1.24","387.03","266.75",1,"3"
"2021-08-09",3,0,2,19,"casual",69,"3.99","1.24","275.31","189.75",1,"3"
"2021-08-09",3,0,2,20,"casual",34,"3.99","1.24","135.66","93.50",1,"3"
"2021-08-09",3,0,2,21,"casual",46,"3.99","1.24","183.54","126.50",1,"3"
"2021-08-09",3,0,2,22,"casual",28,"3.99","1.24","111.72","77.00",1,"3"
"2021-08-09",3,0,2,23,"casual",22,"3.99","1.24","87.78","60.50",1,"3"
"2021-08-10",3,0,3,0,"casual",19,"3.99","1.24","75.81","52.25",2,"3"
"2021-08-10",3,0,3,1,"casual",7,"3.99","1.24","27.93","19.25",2,"3"
"2021-08-10",3,0,3,2,"casual",1,"3.99","1.24","3.99","2.75",2,"3"
"2021-08-10",3,0,3,3,"casual",1,"3.99","1.24","3.99","2.75",2,"3"
"2021-08-10",3,0,3,4,"casual",1,"3.99","1.24","3.99","2.75",2,"3"
"2021-08-10",3,0,3,5,"casual",2,"3.99","1.24","7.98","5.50",2,"3"
"2021-08-10",3,0,3,6,"casual",9,"3.99","1.24","35.91","24.75",2,"3"
"2021-08-10",3,0,3,7,"casual",16,"3.99","1.24","63.84","44.00",2,"3"
"2021-08-10",3,0,3,8,"casual",38,"3.99","1.24","151.62","104.50",2,"3"
"2021-08-10",3,0,3,9,"casual",32,"3.99","1.24","127.68","88.00",2,"3"
"2021-08-10",3,0,3,10,"casual",41,"3.99","1.24","163.59","112.75",2,"3"
"2021-08-10",3,0,3,11,"casual",54,"3.99","1.24","215.46","148.50",2,"3"
"2021-08-10",3,0,3,12,"casual",74,"3.99","1.24","295.26","203.50",2,"3"
"2021-08-10",3,0,3,13,"casual",41,"3.99","1.24","163.59","112.75",2,"3"
"2021-08-10",3,0,3,14,"casual",62,"3.99","1.24","247.38","170.50",2,"3"
"2021-08-10",3,0,3,15,"casual",53,"3.99","1.24","211.47","145.75",2,"3"
"2021-08-10",3,0,3,16,"casual",76,"3.99","1.24","303.24","209.00",2,"3"
"2021-08-10",3,0,3,17,"casual",71,"3.99","1.24","283.29","195.25",2,"3"
"2021-08-10",3,0,3,18,"casual",70,"3.99","1.24","279.30","192.50",2,"3"
"2021-08-10",3,0,3,19,"casual",79,"3.99","1.24","315.21","217.25",2,"3"
"2021-08-10",3,0,3,20,"casual",59,"3.99","1.24","235.41","162.25",2,"3"
"2021-08-10",3,0,3,21,"casual",47,"3.99","1.24","187.53","129.25",2,"3"
"2021-08-10",3,0,3,22,"casual",17,"3.99","1.24","67.83","46.75",2,"3"
"2021-08-10",3,0,3,23,"casual",14,"3.99","1.24","55.86","38.50",2,"3"
"2021-08-11",3,0,4,0,"casual",6,"3.99","1.24","23.94","16.50",3,"3"
"2021-08-11",3,0,4,1,"casual",9,"3.99","1.24","35.91","24.75",3,"3"
"2021-08-11",3,0,4,2,"casual",3,"3.99","1.24","11.97","8.25",3,"3"
"2021-08-11",3,0,4,3,"casual",2,"3.99","1.24","7.98","5.50",3,"3"
"2021-08-11",3,0,4,4,"casual",1,"3.99","1.24","3.99","2.75",3,"3"
"2021-08-11",3,0,4,5,"casual",2,"3.99","1.24","7.98","5.50",3,"3"
"2021-08-11",3,0,4,6,"casual",5,"3.99","1.24","19.95","13.75",3,"3"
"2021-08-11",3,0,4,7,"casual",15,"3.99","1.24","59.85","41.25",3,"3"
"2021-08-11",3,0,4,8,"casual",29,"3.99","1.24","115.71","79.75",3,"3"
"2021-08-11",3,0,4,9,"casual",31,"3.99","1.24","123.69","85.25",3,"3"
"2021-08-11",3,0,4,10,"casual",36,"3.99","1.24","143.64","99.00",3,"3"
"2021-08-11",3,0,4,11,"casual",59,"3.99","1.24","235.41","162.25",3,"3"
"2021-08-11",3,0,4,12,"casual",50,"3.99","1.24","199.50","137.50",3,"3"
"2021-08-11",3,0,4,13,"casual",51,"3.99","1.24","203.49","140.25",3,"3"
"2021-08-11",3,0,4,14,"casual",39,"3.99","1.24","155.61","107.25",3,"3"
"2021-08-11",3,0,4,15,"casual",52,"3.99","1.24","207.48","143.00",3,"3"
"2021-08-11",3,0,4,16,"casual",57,"3.99","1.24","227.43","156.75",3,"3"
"2021-08-11",3,0,4,17,"casual",96,"3.99","1.24","383.04","264.00",3,"3"
"2021-08-11",3,0,4,18,"casual",74,"3.99","1.24","295.26","203.50",3,"3"
"2021-08-11",3,0,4,19,"casual",48,"3.99","1.24","191.52","132.00",3,"3"
"2021-08-11",3,0,4,20,"casual",56,"3.99","1.24","223.44","154.00",3,"3"
"2021-08-11",3,0,4,21,"casual",35,"3.99","1.24","139.65","96.25",3,"3"
"2021-08-11",3,0,4,22,"casual",34,"3.99","1.24","135.66","93.50",3,"3"
"2021-08-11",3,0,4,23,"casual",22,"3.99","1.24","87.78","60.50",3,"3"
"2021-08-12",3,0,5,0,"casual",12,"3.99","1.24","47.88","33.00",4,"3"
"2021-08-12",3,0,5,1,"casual",4,"3.99","1.24","15.96","11.00",4,"3"
"2021-08-12",3,0,5,2,"casual",0,"3.99","1.24","0.00","0.00",4,"3"
"2021-08-12",3,0,5,3,"casual",0,"3.99","1.24","0.00","0.00",4,"3"
"2021-08-12",3,0,5,4,"casual",0,"3.99","1.24","0.00","0.00",4,"3"
"2021-08-12",3,0,5,5,"casual",2,"3.99","1.24","7.98","5.50",4,"3"
"2021-08-12",3,0,5,6,"casual",3,"3.99","1.24","11.97","8.25",4,"3"
"2021-08-12",3,0,5,7,"casual",17,"3.99","1.24","67.83","46.75",4,"3"
"2021-08-12",3,0,5,8,"casual",29,"3.99","1.24","115.71","79.75",4,"3"
"2021-08-12",3,0,5,9,"casual",27,"3.99","1.24","107.73","74.25",4,"3"
"2021-08-12",3,0,5,10,"casual",44,"3.99","1.24","175.56","121.00",4,"3"
"2021-08-12",3,0,5,11,"casual",48,"3.99","1.24","191.52","132.00",4,"3"
"2021-08-12",3,0,5,12,"casual",55,"3.99","1.24","219.45","151.25",4,"3"
"2021-08-12",3,0,5,13,"casual",74,"3.99","1.24","295.26","203.50",4,"3"
"2021-08-12",3,0,5,14,"casual",51,"3.99","1.24","203.49","140.25",4,"3"
"2021-08-12",3,0,5,15,"casual",59,"3.99","1.24","235.41","162.25",4,"3"
"2021-08-12",3,0,5,16,"casual",68,"3.99","1.24","271.32","187.00",4,"3"
"2021-08-12",3,0,5,17,"casual",93,"3.99","1.24","371.07","255.75",4,"3"
"2021-08-12",3,0,5,18,"casual",89,"3.99","1.24","355.11","244.75",4,"3"
"2021-08-12",3,0,5,19,"casual",101,"3.99","1.24","402.99","277.75",4,"3"
"2021-08-12",3,0,5,20,"casual",77,"3.99","1.24","307.23","211.75",4,"3"
"2021-08-12",3,0,5,21,"casual",73,"3.99","1.24","291.27","200.75",4,"3"
"2021-08-12",3,0,5,22,"casual",74,"3.99","1.24","295.26","203.50",4,"3"
"2021-08-12",3,0,5,23,"casual",51,"3.99","1.24","203.49","140.25",4,"3"
"2021-08-13",3,0,6,0,"casual",15,"3.99","1.24","59.85","41.25",5,"3"
"2021-08-13",3,0,6,1,"casual",13,"3.99","1.24","51.87","35.75",5,"3"
"2021-08-13",3,0,6,2,"casual",16,"3.99","1.24","63.84","44.00",5,"3"
"2021-08-13",3,0,6,3,"casual",9,"3.99","1.24","35.91","24.75",5,"3"
"2021-08-13",3,0,6,4,"casual",5,"3.99","1.24","19.95","13.75",5,"3"
"2021-08-13",3,0,6,5,"casual",3,"3.99","1.24","11.97","8.25",5,"3"
"2021-08-13",3,0,6,6,"casual",3,"3.99","1.24","11.97","8.25",5,"3"
"2021-08-13",3,0,6,7,"casual",10,"3.99","1.24","39.90","27.50",5,"3"
"2021-08-13",3,0,6,8,"casual",28,"3.99","1.24","111.72","77.00",5,"3"
"2021-08-13",3,0,6,9,"casual",70,"3.99","1.24","279.30","192.50",5,"3"
"2021-08-13",3,0,6,10,"casual",97,"3.99","1.24","387.03","266.75",5,"3"
"2021-08-13",3,0,6,11,"casual",122,"3.99","1.24","486.78","335.50",5,"3"
"2021-08-13",3,0,6,12,"casual",175,"3.99","1.24","698.25","481.25",5,"3"
"2021-08-13",3,0,6,13,"casual",61,"3.99","1.24","243.39","167.75",5,"3"
"2021-08-13",3,0,6,14,"casual",113,"3.99","1.24","450.87","310.75",5,"3"
"2021-08-13",3,0,6,15,"casual",150,"3.99","1.24","598.50","412.50",5,"3"
"2021-08-13",3,0,6,16,"casual",148,"3.99","1.24","590.52","407.00",5,"3"
"2021-08-13",3,0,6,17,"casual",97,"3.99","1.24","387.03","266.75",5,"3"
"2021-08-13",3,0,6,18,"casual",123,"3.99","1.24","490.77","338.25",5,"3"
"2021-08-13",3,0,6,19,"casual",67,"3.99","1.24","267.33","184.25",5,"3"
"2021-08-13",3,0,6,20,"casual",78,"3.99","1.24","311.22","214.50",5,"3"
"2021-08-13",3,0,6,21,"casual",40,"3.99","1.24","159.60","110.00",5,"3"
"2021-08-13",3,0,6,22,"casual",36,"3.99","1.24","143.64","99.00",5,"3"
"2021-08-13",3,0,6,23,"casual",25,"3.99","1.24","99.75","68.75",5,"3"
"2021-08-14",3,0,0,0,"casual",19,"3.99","1.24","75.81","52.25",6,"3"
"2021-08-14",3,0,0,1,"casual",16,"3.99","1.24","63.84","44.00",6,"3"
"2021-08-14",3,0,0,2,"casual",13,"3.99","1.24","51.87","35.75",6,"3"
"2021-08-14",3,0,0,3,"casual",5,"3.99","1.24","19.95","13.75",6,"3"
"2021-08-14",3,0,0,4,"casual",1,"3.99","1.24","3.99","2.75",6,"3"
"2021-08-14",3,0,0,5,"casual",1,"3.99","1.24","3.99","2.75",6,"3"
"2021-08-14",3,0,0,6,"casual",2,"3.99","1.24","7.98","5.50",6,"3"
"2021-08-14",3,0,0,7,"casual",4,"3.99","1.24","15.96","11.00",6,"3"
"2021-08-14",3,0,0,8,"casual",20,"3.99","1.24","79.80","55.00",6,"3"
"2021-08-14",3,0,0,9,"casual",27,"3.99","1.24","107.73","74.25",6,"3"
"2021-08-14",3,0,0,10,"casual",67,"3.99","1.24","267.33","184.25",6,"3"
"2021-08-14",3,0,0,11,"casual",81,"3.99","1.24","323.19","222.75",6,"3"
"2021-08-14",3,0,0,12,"casual",98,"3.99","1.24","391.02","269.50",6,"3"
"2021-08-14",3,0,0,13,"casual",144,"3.99","1.24","574.56","396.00",6,"3"
"2021-08-14",3,0,0,14,"casual",126,"3.99","1.24","502.74","346.50",6,"3"
"2021-08-14",3,0,0,15,"casual",128,"3.99","1.24","510.72","352.00",6,"3"
"2021-08-14",3,0,0,16,"casual",116,"3.99","1.24","462.84","319.00",6,"3"
"2021-08-14",3,0,0,17,"casual",133,"3.99","1.24","530.67","365.75",6,"3"
"2021-08-14",3,0,0,18,"casual",125,"3.99","1.24","498.75","343.75",6,"3"
"2021-08-14",3,0,0,19,"casual",75,"3.99","1.24","299.25","206.25",6,"3"
"2021-08-14",3,0,0,20,"casual",67,"3.99","1.24","267.33","184.25",6,"3"
"2021-08-14",3,0,0,21,"casual",51,"3.99","1.24","203.49","140.25",6,"3"
"2021-08-14",3,0,0,22,"casual",14,"3.99","1.24","55.86","38.50",6,"3"
"2021-08-14",3,0,0,23,"casual",5,"3.99","1.24","19.95","13.75",6,"3"
"2021-08-15",3,0,1,0,"casual",7,"3.99","1.24","27.93","19.25",7,"3"
"2021-08-15",3,0,1,1,"casual",1,"3.99","1.24","3.99","2.75",7,"3"
"2021-08-15",3,0,1,2,"casual",0,"3.99","1.24","0.00","0.00",7,"3"
"2021-08-15",3,0,1,3,"casual",1,"3.99","1.24","3.99","2.75",7,"3"
"2021-08-15",3,0,1,4,"casual",1,"3.99","1.24","3.99","2.75",7,"3"
"2021-08-15",3,0,1,5,"casual",3,"3.99","1.24","11.97","8.25",7,"3"
"2021-08-15",3,0,1,6,"casual",3,"3.99","1.24","11.97","8.25",7,"3"
"2021-08-15",3,0,1,7,"casual",10,"3.99","1.24","39.90","27.50",7,"3"
"2021-08-15",3,0,1,8,"casual",29,"3.99","1.24","115.71","79.75",7,"3"
"2021-08-15",3,0,1,9,"casual",52,"3.99","1.24","207.48","143.00",7,"3"
"2021-08-15",3,0,1,10,"casual",54,"3.99","1.24","215.46","148.50",7,"3"
"2021-08-15",3,0,1,11,"casual",41,"3.99","1.24","163.59","112.75",7,"3"
"2021-08-15",3,0,1,12,"casual",62,"3.99","1.24","247.38","170.50",7,"3"
"2021-08-15",3,0,1,13,"casual",53,"3.99","1.24","211.47","145.75",7,"3"
"2021-08-15",3,0,1,14,"casual",56,"3.99","1.24","223.44","154.00",7,"3"
"2021-08-15",3,0,1,15,"casual",49,"3.99","1.24","195.51","134.75",7,"3"
"2021-08-15",3,0,1,16,"casual",58,"3.99","1.24","231.42","159.50",7,"3"
"2021-08-15",3,0,1,17,"casual",59,"3.99","1.24","235.41","162.25",7,"3"
"2021-08-15",3,0,1,18,"casual",70,"3.99","1.24","279.30","192.50",7,"3"
"2021-08-15",3,0,1,19,"casual",54,"3.99","1.24","215.46","148.50",7,"3"
"2021-08-15",3,0,1,20,"casual",45,"3.99","1.24","179.55","123.75",7,"3"
"2021-08-15",3,0,1,21,"casual",34,"3.99","1.24","135.66","93.50",7,"3"
"2021-08-15",3,0,1,22,"casual",22,"3.99","1.24","87.78","60.50",7,"3"
"2021-08-15",3,0,1,23,"casual",11,"3.99","1.24","43.89","30.25",7,"3"
"2021-08-16",3,0,2,0,"casual",8,"3.99","1.24","31.92","22.00",1,"3"
"2021-08-16",3,0,2,1,"casual",4,"3.99","1.24","15.96","11.00",1,"3"
"2021-08-16",3,0,2,2,"casual",1,"3.99","1.24","3.99","2.75",1,"3"
"2021-08-16",3,0,2,3,"casual",1,"3.99","1.24","3.99","2.75",1,"3"
"2021-08-16",3,0,2,4,"casual",0,"3.99","1.24","0.00","0.00",1,"3"
"2021-08-16",3,0,2,5,"casual",1,"3.99","1.24","3.99","2.75",1,"3"
"2021-08-16",3,0,2,6,"casual",4,"3.99","1.24","15.96","11.00",1,"3"
"2021-08-16",3,0,2,7,"casual",18,"3.99","1.24","71.82","49.50",1,"3"
"2021-08-16",3,0,2,8,"casual",24,"3.99","1.24","95.76","66.00",1,"3"
"2021-08-16",3,0,2,9,"casual",27,"3.99","1.24","107.73","74.25",1,"3"
"2021-08-16",3,0,2,10,"casual",28,"3.99","1.24","111.72","77.00",1,"3"
"2021-08-16",3,0,2,11,"casual",40,"3.99","1.24","159.60","110.00",1,"3"
"2021-08-16",3,0,2,12,"casual",42,"3.99","1.24","167.58","115.50",1,"3"
"2021-08-16",3,0,2,13,"casual",45,"3.99","1.24","179.55","123.75",1,"3"
"2021-08-16",3,0,2,14,"casual",65,"3.99","1.24","259.35","178.75",1,"3"
"2021-08-16",3,0,2,15,"casual",36,"3.99","1.24","143.64","99.00",1,"3"
"2021-08-16",3,0,2,16,"casual",55,"3.99","1.24","219.45","151.25",1,"3"
"2021-08-16",3,0,2,17,"casual",75,"3.99","1.24","299.25","206.25",1,"3"
"2021-08-16",3,0,2,18,"casual",54,"3.99","1.24","215.46","148.50",1,"3"
"2021-08-16",3,0,2,19,"casual",56,"3.99","1.24","223.44","154.00",1,"3"
"2021-08-16",3,0,2,20,"casual",48,"3.99","1.24","191.52","132.00",1,"3"
"2021-08-16",3,0,2,21,"casual",38,"3.99","1.24","151.62","104.50",1,"3"
"2021-08-16",3,0,2,22,"casual",31,"3.99","1.24","123.69","85.25",1,"3"
"2021-08-16",3,0,2,23,"casual",20,"3.99","1.24","79.80","55.00",1,"3"
"2021-08-17",3,0,3,0,"casual",8,"3.99","1.24","31.92","22.00",2,"3"
"2021-08-17",3,0,3,1,"casual",2,"3.99","1.24","7.98","5.50",2,"3"
"2021-08-17",3,0,3,2,"casual",0,"3.99","1.24","0.00","0.00",2,"3"
"2021-08-17",3,0,3,3,"casual",1,"3.99","1.24","3.99","2.75",2,"3"
"2021-08-17",3,0,3,4,"casual",0,"3.99","1.24","0.00","0.00",2,"3"
"2021-08-17",3,0,3,5,"casual",0,"3.99","1.24","0.00","0.00",2,"3"
"2021-08-17",3,0,3,6,"casual",4,"3.99","1.24","15.96","11.00",2,"3"
"2021-08-17",3,0,3,7,"casual",12,"3.99","1.24","47.88","33.00",2,"3"
"2021-08-17",3,0,3,8,"casual",35,"3.99","1.24","139.65","96.25",2,"3"
"2021-08-17",3,0,3,9,"casual",31,"3.99","1.24","123.69","85.25",2,"3"
"2021-08-17",3,0,3,10,"casual",27,"3.99","1.24","107.73","74.25",2,"3"
"2021-08-17",3,0,3,11,"casual",20,"3.99","1.24","79.80","55.00",2,"3"
"2021-08-17",3,0,3,12,"casual",26,"3.99","1.24","103.74","71.50",2,"3"
"2021-08-17",3,0,3,13,"casual",38,"3.99","1.24","151.62","104.50",2,"3"
"2021-08-17",3,0,3,14,"casual",54,"3.99","1.24","215.46","148.50",2,"3"
"2021-08-17",3,0,3,15,"casual",42,"3.99","1.24","167.58","115.50",2,"3"
"2021-08-17",3,0,3,16,"casual",62,"3.99","1.24","247.38","170.50",2,"3"
"2021-08-17",3,0,3,17,"casual",46,"3.99","1.24","183.54","126.50",2,"3"
"2021-08-17",3,0,3,18,"casual",86,"3.99","1.24","343.14","236.50",2,"3"
"2021-08-17",3,0,3,19,"casual",50,"3.99","1.24","199.50","137.50",2,"3"
"2021-08-17",3,0,3,20,"casual",37,"3.99","1.24","147.63","101.75",2,"3"
"2021-08-17",3,0,3,21,"casual",38,"3.99","1.24","151.62","104.50",2,"3"
"2021-08-17",3,0,3,22,"casual",29,"3.99","1.24","115.71","79.75",2,"3"
"2021-08-17",3,0,3,23,"casual",20,"3.99","1.24","79.80","55.00",2,"3"
"2021-08-18",3,0,4,0,"casual",18,"3.99","1.24","71.82","49.50",3,"3"
"2021-08-18",3,0,4,1,"casual",13,"3.99","1.24","51.87","35.75",3,"3"
"2021-08-18",3,0,4,2,"casual",2,"3.99","1.24","7.98","5.50",3,"3"
"2021-08-18",3,0,4,3,"casual",0,"3.99","1.24","0.00","0.00",3,"3"
"2021-08-18",3,0,4,4,"casual",0,"3.99","1.24","0.00","0.00",3,"3"
"2021-08-18",3,0,4,5,"casual",0,"3.99","1.24","0.00","0.00",3,"3"
"2021-08-18",3,0,4,6,"casual",6,"3.99","1.24","23.94","16.50",3,"3"
"2021-08-18",3,0,4,7,"casual",19,"3.99","1.24","75.81","52.25",3,"3"
"2021-08-18",3,0,4,8,"casual",27,"3.99","1.24","107.73","74.25",3,"3"
"2021-08-18",3,0,4,9,"casual",42,"3.99","1.24","167.58","115.50",3,"3"
"2021-08-18",3,0,4,10,"casual",37,"3.99","1.24","147.63","101.75",3,"3"
"2021-08-18",3,0,4,11,"casual",44,"3.99","1.24","175.56","121.00",3,"3"
